CreditItems	CreditContents	NoteID	Finger Number	Memo	Left	Right
Title	Prelude and Fugue in C major, BWV 846	1	3			
Music by	Johann Sebastian Bach	2	1			
Music source	https://imslp.org/wiki/Prelude_and_Fugue_in_C_major,_BWV_846_(Bach,_Johann_Sebastian)#194154	3	1			
Music license	Creative Commons Attribution-ShareAlike 4.0 	4	3			
Music license URI	https://imslp.org/wiki/IMSLP:Creative_Commons_Attribution-ShareAlike_4.0	5	5			
Music change	Changed bpm to 60.	6	1			
No warranties are given.		7	3			
		8	5			
		9	3			
		10	1			
		11	1			
		12	3			
		13	5			
		14	1			
		15	3			
		16	5
		17	3
		18	2
		19	1
		20	3
		21	5
		22	1
		23	3
		24	5
		25	3
		26	2
		27	1
		28	3
		29	5
		30	1
		31	3
		32	5
		33	4
		34	2
		35	1
		36	3
		37	5
		38	1
		39	3
		40	5
		41	4
		42	2
		43	1
		44	3
		45	5
		46	1
		47	3
		48	5
		49	3
		50	1
		51	1
		52	3
		53	5
		54	1
		55	3
		56	5
		57	3
		58	1
		59	1
		60	3
		61	5
		62	1
		63	3
		64	5
		65	3
		66	1
		67	1
		68	2
		69	5
		70	1
		71	2
		72	5
		73	3
		74	1
		75	1
		76	2
		77	5
		78	1
		79	2
		80	5
		81	3
		82	2
		83	1
		84	2
		85	5
		86	1
		87	2
		88	5
		89	3
		90	2
		91	1
		92	2
		93	5
		94	1
		95	2
		96	5
		97	4
		98	2
		99	1
		100	2
		101	5
		102	1
		103	2
		104	5
		105	4
		106	2
		107	1
		108	2
		109	5
		110	1
		111	2
		112	5
		113	4
		114	3
		115	1
		116	2
		117	5
		118	1
		119	2
		120	5
		121	4
		122	3
		123	1
		124	2
		125	5
		126	1
		127	2
		128	5
		129	3
		130	1
		131	1
		132	2
		133	5
		134	1
		135	2
		136	5
		137	3
		138	1
		139	1
		140	2
		141	5
		142	1
		143	2
		144	5
		145	5
		146	1
		147	1
		148	2
		149	5
		150	1
		151	2
		152	5
		153	5
		154	1
		155	1
		156	2
		157	5
		158	1
		159	2
		160	5
		161	3
		162	1
		163	1
		164	3
		165	5
		166	1
		167	3
		168	5
		169	3
		170	1
		171	1
		172	3
		173	5
		174	1
		175	3
		176	5
		177	3
		178	2
		179	1
		180	2
		181	5
		182	1
		183	2
		184	5
		185	3
		186	2
		187	1
		188	2
		189	5
		190	1
		191	2
		192	5
		193	4
		194	2
		195	1
		196	2
		197	5
		198	1
		199	2
		200	5
		201	4
		202	2
		203	1
		204	2
		205	5
		206	1
		207	2
		208	5
		209	4
		210	2
		211	1
		212	2
		213	5
		214	1
		215	2
		216	5
		217	4
		218	2
		219	1
		220	2
		221	5
		222	1
		223	2
		224	5
		225	3
		226	1
		227	1
		228	2
		229	5
		230	1
		231	2
		232	5
		233	3
		234	1
		235	1
		236	2
		237	5
		238	1
		239	2
		240	5
		241	3
		242	2
		243	1
		244	2
		245	5
		246	1
		247	2
		248	5
		249	3
		250	2
		251	1
		252	2
		253	5
		254	1
		255	2
		256	5
		257	3
		258	1
		259	1
		260	2
		261	5
		262	1
		263	2
		264	5
		265	3
		266	1
		267	1
		268	2
		269	5
		270	1
		271	2
		272	5
		273	5
		274	1
		275	1
		276	2
		277	5
		278	1
		279	2
		280	5
		281	5
		282	1
		283	1
		284	2
		285	5
		286	1
		287	2
		288	5
		289	3
		290	1
		291	1
		292	3
		293	5
		294	1
		295	3
		296	5
		297	3
		298	1
		299	1
		300	3
		301	5
		302	1
		303	3
		304	5
		305	5
		306	1
		307	1
		308	2
		309	4
		310	1
		311	2
		312	4
		313	5
		314	1
		315	1
		316	2
		317	4
		318	1
		319	2
		320	4
		321	5
		322	1
		323	1
		324	3
		325	5
		326	1
		327	3
		328	5
		329	5
		330	1
		331	1
		332	3
		333	5
		334	1
		335	3
		336	5
		337	4
		338	1
		339	1
		340	2
		341	4
		342	1
		343	2
		344	4
		345	4
		346	1
		347	1
		348	2
		349	4
		350	1
		351	2
		352	4
		353	5
		354	1
		355	1
		356	2
		357	3
		358	1
		359	2
		360	3
		361	5
		362	1
		363	1
		364	2
		365	3
		366	1
		367	2
		368	3
		369	5
		370	1
		371	1
		372	3
		373	5
		374	1
		375	3
		376	5
		377	5
		378	1
		379	1
		380	3
		381	5
		382	1
		383	3
		384	5
		385	5
		386	1
		387	1
		388	3
		389	5
		390	1
		391	3
		392	5
		393	5
		394	1
		395	1
		396	3
		397	5
		398	1
		399	3
		400	5
		401	5
		402	2
		403	1
		404	2
		405	5
		406	1
		407	2
		408	5
		409	5
		410	2
		411	1
		412	2
		413	5
		414	1
		415	2
		416	5
		417	5
		418	2
		419	1
		420	2
		421	5
		422	1
		423	2
		424	5
		425	5
		426	2
		427	1
		428	2
		429	5
		430	1
		431	2
		432	5
		433	5
		434	2
		435	1
		436	2
		437	5
		438	1
		439	2
		440	5
		441	5
		442	2
		443	1
		444	2
		445	5
		446	1
		447	2
		448	5
		449	5
		450	1
		451	1
		452	2
		453	5
		454	1
		455	2
		456	5
		457	5
		458	1
		459	1
		460	2
		461	5
		462	1
		463	2
		464	5
		465	5
		466	2
		467	1
		468	2
		469	5
		470	1
		471	2
		472	5
		473	5
		474	2
		475	1
		476	2
		477	5
		478	1
		479	2
		480	5
		481	5
		482	2
		483	1
		484	2
		485	5
		486	1
		487	2
		488	5
		489	5
		490	2
		491	1
		492	2
		493	5
		494	1
		495	2
		496	5
		497	5
		498	1
		499	1
		500	2
		501	5
		502	1
		503	2
		504	5
		505	5
		506	1
		507	1
		508	2
		509	5
		510	1
		511	2
		512	5
		513	5
		514	1
		515	1
		516	2
		517	3
		518	5
		519	3
		520	1
		521	4
		522	2
		523	1
		524	4
		525	2
		526	1
		527	2
		528	1
		529	5
		530	1
		531	1
		532	2
		533	3
		534	5
		535	3
		536	1
		537	5
		538	3
		539	1
		540	5
		541	1
		542	4
		543	3
		544	2
		545	1
		546	2
		547	5
		548	1
		549	5
